CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
"""SYLENTA"" PROPERTIES LIMITED","00641164","","","C/O DRAGON COWORKING","7/8 NEW ROAD AVENUE","CHATHAM","","ENGLAND","ME4 6BB","Private Limited Company","Active","United Kingdom","","03/11/1959","30","9","30/06/2022","30/09/2020","TOTAL EXEMPTION FULL","13/03/2017","13/02/2016","14","11","0","3","68100 - Buying and selling of own real estate","68209 - Other letting and operating of own or leased real estate","","","0","0","http://business.data.gov.uk/id/company/00641164","","","","","","","","","","","","","","","","","","","","","04/04/2023","21/03/2022"
"""THE BEECHES"" GUILDOWN LIMITED","02127973","","","FLAT 2, THE BEECHES","10 GUILDOWN ROAD","GUILDFORD","","ENGLAND","GU2 4EN","Private Limited Company","Active","United Kingdom","","05/05/1987","31","3","31/12/2022","31/03/2021","DORMANT","02/11/2016","05/10/2015","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/02127973","","","","","","","","","","","","","","","","","","","","","19/10/2022","05/10/2021"
"""THE BRAMBLES"", LONGFIELD ROAD,PUDSEY LIMITED","02408030","","","1 LONGFIELD COURT","","PUDSEY","","ENGLAND","LS28 7DG","Private Limited Company","Active","United Kingdom","","25/07/1989","31","3","31/12/2022","31/03/2021","MICRO ENTITY","22/08/2016","25/07/2015","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/02408030","","","","","","","","","","","","","","","","","","","","","08/08/2022","25/07/2021"
"""THE CATCH"": ST JAMES CARE PROVISION LTD.","05826114","","","ST JAMES CE PRIMARY SCHOOL","CHADWICK STREET","GLOSSOP","DERBYSHIRE","","SK13 8EF","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","23/05/2006","31","5","28/02/2023","31/05/2021","UNAUDITED ABRIDGED","20/06/2017","23/05/2016","0","0","0","0","82990 - Other business support service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/05826114","","","","","","","","","","","","","","","","","","","","","06/06/2022","23/05/2021"
"""THE FANTASIST, THE FRAUDSTER & HIS LORDSHIP PUBLICATIONS"" LTD","12504528","","","44 THE UPLANDS","DUKES WOOD","GERRARDS CROSS","BUCKS","ENGLAND","SL9 7JG","Private Limited Company","Active","United Kingdom","","09/03/2020","31","3","31/12/2023","31/03/2022","DORMANT","06/04/2021","","0","0","0","0","58110 - Book publishing","59111 - Motion picture production activities","90030 - Artistic creation","","0","0","http://business.data.gov.uk/id/company/12504528","","","","","","","","","","","","","","","","","","","","","22/03/2023","08/03/2022"
"""THE FIRST"" GALLERY LTD","13784047","","","1 BURNHAM CHASE","","SOUTHAMPTON","","ENGLAND","SO18 5DG","Private Limited Company","Active","United Kingdom","","06/12/2021","31","12","06/09/2023","","NO ACCOUNTS FILED","03/01/2023","","0","0","0","0","47781 - Retail sale in commercial art galleries","47910 - Retail sale via mail order houses or via Internet","58110 - Book publishing","","0","0","http://business.data.gov.uk/id/company/13784047","","","","","","","","","","","","","","","","","","","","","19/12/2022",""
"""THE FOUR"" - CHILDRENS BOOKS LIMITED","11125124","","","4A BEACON ROAD","GREAT BARR","BIRMINGHAM","","ENGLAND","B43 7BP","Private Limited Company","Active","United Kingdom","","27/12/2017","31","12","30/09/2022","31/12/2020","DORMANT","24/01/2019","","1","0","0","1","47610 - Retail sale of books in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/11125124","","","","","","","","","","","","","","","","","","","","","26/10/2022","12/10/2021"
"""THE GROVE"" ELMCOURT ROAD LIMITED","05180993","","","ACORN ESTATE MANAGEMENT","9 ST MARKS ROAD","BROMLEY","KENT","UNITED KINGDOM","BR2 9HG","Private Limited Company","Active","United Kingdom","","15/07/2004","31","12","30/09/2022","31/12/2020","MICRO ENTITY","12/08/2016","15/07/2015","0","0","0","0","68320 - Management of real estate on a fee or contract basis","","","","0","0","http://business.data.gov.uk/id/company/05180993","","","","","","","","","","","","","","","","","","","","","29/07/2022","15/07/2021"
"""THE HEIGHTS"" (MANAGEMENT) NO. 1 LIMITED","00784285","","","358 BRIGHTON ROAD","BRIGHTON ROAD","SOUTH CROYDON","","ENGLAND","CR2 6AL","Private Limited Company","Active","United Kingdom","","11/12/1963","31","12","30/09/2023","31/12/2021","MICRO ENTITY","24/09/2016","27/08/2015","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/00784285","","","","","","","","","","","","","","","","","","","","","10/09/2022","27/08/2021"
"""THE HIMALAYA DRUG COMPANY""","FC032256","","","11-10 ELIZABETES IELA","","RIGA","1010","LATVIA","","Other company type","Active","LATVIA","","01/10/2014","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC032256","","","","","","","","","","","","","","","","","","","","","",""
"""THE LARCHES"" MANAGEMENT COMPANY LIMITED","02306031","","","101 RYDES HILL ROAD","","GUILDFORD","","ENGLAND","GU2 9TY","Private Limited Company","Active","United Kingdom","","17/10/1988","31","12","30/09/2022","31/12/2020","MICRO ENTITY","14/11/2016","17/10/2015","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/02306031","","","","","","","","","","","","","","","","","","","","","31/10/2022","17/10/2021"
"""THE LYNCH"" MANAGEMENT LIMITED","02302474","","","C/O PARRY PROPERTY MANAGEMENT","80 HIGH STREET","BRAINTREE","ESSEX","ENGLAND","CM7 1JP","Private Limited Company","Active","United Kingdom","","05/10/1988","31","12","30/09/2022","31/12/2020","MICRO ENTITY","14/04/2017","17/03/2016","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/02302474","","","","","","","","","","","","","","","","","","","","","31/03/2023","17/03/2022"
"""THE MANOR"" RESIDENTIAL HOME","LP005097","","","75 MANOR ROAD","SELSEY","PO2 00SF","","","","Limited Partnership","Active","United Kingdom","","30/04/1996","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","2","4","http://business.data.gov.uk/id/company/LP005097","","","","","","","","","","","","","","","","","","","","","14/05/2017",""
"""THE MEDIA HOUSE"" LTD.","11949949","","1606","THE OLD VICARAGE MAIN ROAD","BIDDENHAM","BEDFORD","","ENGLAND","MK40 4BE","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","16/04/2019","30","4","16/04/2021","","NO ACCOUNTS FILED","14/05/2020","","0","0","0","0","68209 - Other letting and operating of own or leased real estate","","","","0","0","http://business.data.gov.uk/id/company/11949949","21/05/2019","STEVE ELLIOTT HARTLEY SIPP LIMITED","","","","","","","","","","","","","","","","","","","29/04/2022","15/04/2021"
"""THE MEMORIES COMPANY LIMITED"" LTD","09613178","C/O BRENNAN HERRIOTT & CO","","1 BLATCHINGTON ROAD","","HOVE","EAST SUSSEX","ENGLAND","BN3 3YP","Private Limited Company","Active","United Kingdom","","29/05/2015","30","9","30/06/2023","30/09/2021","MICRO ENTITY","26/06/2017","29/05/2016","0","0","0","0","74201 - Portrait photographic activities","85590 - Other education n.e.c.","","","0","0","http://business.data.gov.uk/id/company/09613178","","","","","","","","","","","","","","","","","","","","","06/02/2023","23/01/2022"
"""THE RAPH FACTOR!"" LTD","12893207","","","9 SHARPHAM ROAD","","GLASTONBURY","SOMERSET","","BA6 9GD","Private Limited Company","Active","United Kingdom","","21/09/2020","30","9","30/06/2023","30/09/2021","DORMANT","19/10/2021","","0","0","0","0","63120 - Web portals","85590 - Other education n.e.c.","","","0","0","http://business.data.gov.uk/id/company/12893207","","","","","","","","","","","","","","","","","","","","","07/12/2022","23/11/2021"
"""THE WARREN"" HANDCROSS RESIDENTS' ASSOCIATION LIMITED","01654545","","","1 THE WARREN","HORSHAM ROAD HANDCROSS","HAYWARDS HEATH","WEST SUSSEX","","RH17 6DX","Private Limited Company","Active","United Kingdom","","28/07/1982","31","12","30/09/2022","31/12/2020","MICRO ENTITY","10/05/2017","12/04/2016","0","0","0","0","98000 - Residents property management","","","","0","0","http://business.data.gov.uk/id/company/01654545","","","","","","","","","","","","","","","","","","","","","26/04/2023","12/04/2022"
"""THERE IS ALWAYS FLIGHT"" LTD","10805503","","","THE LOFT UNIT 11","HUNTHAY BUSINESS PARK","AXMINSTER","DEVON","UNITED KINGDOM","EX13 5RJ","PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)","Active","United Kingdom","","06/06/2017","30","6","31/03/2023","30/06/2021","DORMANT","04/07/2018","","0","0","0","0","90010 - Performing arts","","","","0","0","http://business.data.gov.uk/id/company/10805503","","","","","","","","","","","","","","","","","","","","","19/06/2022","05/06/2021"
"""TOURNESOL"" BEN HARGADEN LIMITED","07830103","","","48 - 52 PENNY LANE","MOSSLEY HILL","LIVERPOOL","MERSEYSIDE","UNITED KINGDOM","L18 1DG","Private Limited Company","Active","United Kingdom","","01/11/2011","30","3","30/12/2022","31/03/2021","MICRO ENTITY","29/11/2016","01/11/2015","0","0","0","0","43999 - Other specialised construction activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/07830103","08/12/2011","BEN HARGADEN LIMITED","","","","","","","","","","","","","","","","","","","15/11/2022","01/11/2021"
"""TRAVEL CRUISER"" CONCESSIONAIRES HOLDINGS LIMITED","13913408","","","VALLEY DRIVE","","STAFFORD","STAFFORDSHIRE","UNITED KINGDOM","ST16 1NZ","Private Limited Company","Active","United Kingdom","","14/02/2022","30","4","31/01/2023","","NO ACCOUNTS FILED","14/03/2023","","1","1","0","0","45190 - Sale of other motor vehicles","","","","0","0","http://business.data.gov.uk/id/company/13913408","","","","","","","","","","","","","","","","","","","","","27/02/2023",""
"""TRAVEL CRUISER"" CONCESSIONAIRES LIMITED","01009135","","","VALLEY DRIVE","VALLEY DRIVE","STAFFORD","","ENGLAND","ST16 1NZ","Private Limited Company","Active","United Kingdom","","27/04/1971","30","4","31/01/2023","30/04/2021","FULL","09/02/2017","12/01/2016","7","4","0","3","45190 - Sale of other motor vehicles","","","","0","0","http://business.data.gov.uk/id/company/01009135","","","","","","","","","","","","","","","","","","","","","26/01/2023","12/01/2022"
"""TRINI TO DE BONE"" LIMITED","10923487","","","15 WINFORD COURT PORTBURY CLOSE","PECKHAM","LONDON","","UNITED KINGDOM","SE15 5JE","Private Limited Company","Active","United Kingdom","","18/08/2017","31","8","31/05/2023","31/08/2021","DORMANT","15/09/2018","","0","0","0","0","10840 - Manufacture of condiments and seasonings","46170 - Agents involved in the sale of food, beverages and tobacco","","","0","0","http://business.data.gov.uk/id/company/10923487","","","","","","","","","","","","","","","","","","","","","31/08/2022","17/08/2021"
"""TRULY SCOTTISH"" LIMITED","SC192653","","","5 QUEEN ELIZABETH COTTAGES","FURNACE","INVERARAY","ARGYLL","","PA32 8XX","Private Limited Company","Active","United Kingdom","","19/01/1999","31","1","31/10/2022","31/01/2021","DORMANT","16/02/2017","19/01/2016","0","0","0","0","99999 - Dormant Company","","","","0","0","http://business.data.gov.uk/id/company/SC192653","","","","","","","","","","","","","","","","","","","","","02/02/2023","19/01/2022"
"""U-SAVE"" D.I.Y. LIMITED","01770784","","","412 GT HORTON ROAD","BRADFORD 7","WEST YORKSHIRE","","","BD7 3HS","Private Limited Company","Liquidation","United Kingdom","","17/11/1983","31","7","31/05/1986","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/01770784","","","","","","","","","","","","","","","","","","","","","01/12/2016",""
"""U.VAMP"" LTD.","03790062","","","45A ELMGROVE ROAD","","WEYBRIDGE","SURREY","","KT13 8PB","Private Limited Company","Active","United Kingdom","","15/06/1999","30","6","31/03/2023","30/06/2021","DORMANT","13/07/2017","15/06/2016","0","0","0","0","32990 - Other manufacturing n.e.c.","82110 - Combined office administrative service activities","","","0","0","http://business.data.gov.uk/id/company/03790062","","","","","","","","","","","","","","","","","","","","","29/06/2022","15/06/2021"
"""UKNIGHTDRAGON'S WORLD OF WONDER!!!"" LTD","13375760","","","18 WATLING STREET","","GILLINGHAM","KENT","UNITED KINGDOM","ME7 2YQ","Private Limited Company","Active","United Kingdom","","04/05/2021","31","5","04/02/2023","","NO ACCOUNTS FILED","01/06/2022","","0","0","0","0","47910 - Retail sale via mail order houses or via Internet","","","","0","0","http://business.data.gov.uk/id/company/13375760","","","","","","","","","","","","","","","","","","","","","17/05/2022",""
"""V"" INSTALLATIONS HOLDINGS LIMITED","12472200","","","8 JURY STREET","","WARWICK","WARWICKSHIRE","UNITED KINGDOM","CV34 4EW","Private Limited Company","Active","United Kingdom","","19/02/2020","30","4","31/01/2023","30/04/2021","TOTAL EXEMPTION FULL","19/03/2021","","0","0","0","0","64209 - Activities of other holding companies n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/12472200","","","","","","","","","","","","","","","","","","","","","04/03/2023","18/02/2022"
"""V"" INSTALLATIONS LIMITED","10165199","","","8 JURY STREET","","WARWICK","","UNITED KINGDOM","CV34 4EW","Private Limited Company","Active","United Kingdom","","05/05/2016","31","5","28/02/2023","31/05/2021","DORMANT","02/06/2017","","0","0","0","0","99999 - Dormant Company","","","","0","0","http://business.data.gov.uk/id/company/10165199","","","","","","","","","","","","","","","","","","","","","18/05/2023","04/05/2022"
"""V"" INSTALLATIONS MECHANICAL HANDLING LIMITED","04372047","","","8 JURY STREET","WARWICK","WARWICKSHIRE","","","CV34 4EW","Private Limited Company","Active","United Kingdom","","12/02/2002","30","4","31/01/2023","30/04/2021","TOTAL EXEMPTION FULL","11/03/2017","11/02/2016","2","1","0","1","24520 - Casting of steel","82990 - Other business support service activities n.e.c.","","","0","0","http://business.data.gov.uk/id/company/04372047","","","","","","","","","","","","","","","","","","","","","25/02/2023","11/02/2022"
"""VARIG"" S.A. (VIACAO AEREA RIO GRANDENSE)","FC005668","","","RUA DEZOITO DE NOVEMBRO NR 800","PORTO ALEGRE","RIO GRANDE DO SUL","BRAZIL","BRAZIL","","Other company type","Liquidation","BRAZIL","","19/10/1976","31","12","","31/12/1998","ACCOUNTS TYPE NOT AVAILABLE","","","8","8","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC005668","","","","","","","","","","","","","","","","","","","","","10/06/2017",""
"""VITES"" LTD.","FC018677","","","28/2 HRVATSKOG BROLJECA","10000 ZAGREB","CROATIA","","CROATIA","","Other company type","Active","CROATIA","","19/04/1995","31","7","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/FC018677","","","","","","","","","","","","","","","","","","","","","01/08/2016",""
"""W"" RIBBONS HOLDINGS PUBLIC LIMITED COMPANY","00750593","","","1 MORE LONDON PLACE","LONDON","","","","SE1 2AF","Public Limited Company","Liquidation","United Kingdom","","19/02/1963","30","6","30/01/2001","","NO ACCOUNTS FILED","","","2","2","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/00750593","","","","","","","","","","","","","","","","","","","","","05/03/2017",""
"""W"" RIBBONS LIMITED","00324362","","","BECKET HOUSE","1 LAMBETH PALACE ROAD","LONDON","","","SE1 7EU","Private Limited Company","Liquidation","United Kingdom","","17/02/1937","30","6","30/04/2000","","NO ACCOUNTS FILED","","","5","5","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/00324362","","","","","","","","","","","","","","","","","","","","","06/12/2016",""
"""WAFFLE WAFFLE""","LP011682","","","59 CALDON HOUSE","WAXLOW WAY","NORTHOLT","","","UB5 6FN","Limited Partnership","Active","United Kingdom","","06/11/2006","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","1","1","http://business.data.gov.uk/id/company/LP011682","","","","","","","","","","","","","","","","","","","","","20/11/2016",""
"""WE ARE HYGIENE"" LIMITED","11346772","","","123 MARSHALL LANE","","NORTHWICH","CHESHIRE","UNITED KINGDOM","CW8 1LA","Private Limited Company","Active","United Kingdom","","04/05/2018","31","3","31/12/2022","31/03/2021","MICRO ENTITY","01/06/2019","","1","1","0","0","81222 - Specialised cleaning services","81229 - Other building and industrial cleaning activities","96090 - Other service activities n.e.c.","","0","0","http://business.data.gov.uk/id/company/11346772","","","","","","","","","","","","","","","","","","","","","22/06/2022","08/06/2021"
"""WE THE CHANGE"" FOUNDATION","06915649","","","5 BROGDEN STREET","BROGDEN STREET","ULVERSTON","CUMBRIA","ENGLAND","LA12 7AH","PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)","Active","United Kingdom","","26/05/2009","28","4","27/07/2022","30/04/2020","TOTAL EXEMPTION FULL","23/06/2017","26/05/2016","0","0","0","0","88990 - Other social work activities without accommodation n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/06915649","19/04/2010","THE HARAMBEE FUND","","","","","","","","","","","","","","","","","","","09/06/2022","26/05/2021"
"""WHERE DO I...?"" LIMITED","09272534","","6286","EAGLES REST","WOODSPEEN","NEWBURY","","UNITED KINGDOM","RG14 9PZ","Private Limited Company","Active","United Kingdom","","21/10/2014","31","10","31/07/2022","31/10/2020","DORMANT","18/11/2016","21/10/2015","0","0","0","0","96090 - Other service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/09272534","","","","","","","","","","","","","","","","","","","","","04/11/2022","21/10/2021"
"""WINKWORTH"" ELECTRIC CAR-BELLS,LIMITED","00224055","","","ESTATE OFFICE LAMBS FARM BUSINESS PARK BASINGSTOKE ROAD","SWALLOWFIELD","READING","BERKSHIRE","","RG7 1PQ","Private Limited Company","Active","United Kingdom","","27/08/1927","31","5","28/02/2023","31/05/2021","DORMANT","28/01/2017","31/12/2015","0","0","0","0","96090 - Other service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/00224055","","","","","","","","","","","","","","","","","","","","","14/01/2023","31/12/2021"
"""WONDER YEARS CENTRE OF EXCELLENCE""","04277902","","","47 DELVES CRESCENT","","WALSALL","","","WS5 4LS","PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)","Active","United Kingdom","","28/08/2001","31","12","30/09/2022","31/12/2020","MICRO ENTITY","03/08/2016","06/07/2015","0","0","0","0","85590 - Other education n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/04277902","","","","","","","","","","","","","","","","","","","","","20/07/2022","06/07/2021"
"""WORLD TO ME"" LIMITED","SC287325","MARTIN AITKEN & CO","","89 SEAWARD STREET","","GLASGOW","","","G41 1HJ","Private Limited Company","Active","United Kingdom","","11/07/2005","31","7","30/07/2022","31/07/2020","TOTAL EXEMPTION FULL","08/08/2016","11/07/2015","0","0","0","0","46190 - Agents involved in the sale of a variety of goods","47890 - Retail sale via stalls and markets of other goods","47910 - Retail sale via mail order houses or via Internet","47990 - Other retail sale not in stores, stalls or markets","0","0","http://business.data.gov.uk/id/company/SC287325","","","","","","","","","","","","","","","","","","","","","18/07/2022","04/07/2021"
"""Y"" SALON LIMITED","04656696","","","18 ELDON GARDEN","PERCY STREET","NEWCASTLE UPON TYNE","TYNE & WEAR","UNITED KINGDOM","NE1 7RA","Private Limited Company","Active","United Kingdom","","04/02/2003","31","8","31/05/2023","31/08/2021","MICRO ENTITY","04/03/2017","04/02/2016","0","0","0","0","96020 - Hairdressing and other beauty treatment","","","","0","0","http://business.data.gov.uk/id/company/04656696","","","","","","","","","","","","","","","","","","","","","18/02/2023","04/02/2022"
"""YES"" CAR RENTAL LTD","07390480","","","YES CAR & VAN RENTAL LTD INSIDE GROVELAND","THORPE MARKET ROAD","ROUGHTON","NORFOLK","UNITED KINGDOM","NR11 8TB","Private Limited Company","Active","United Kingdom","","28/09/2010","30","9","30/06/2022","30/09/2020","MICRO ENTITY","26/10/2016","28/09/2015","0","0","0","0","77110 - Renting and leasing of cars and light motor vehicles","","","","0","0","http://business.data.gov.uk/id/company/07390480","","","","","","","","","","","","","","","","","","","","","17/09/2022","03/09/2021"
"""YES"" VAN RENTAL LTD","07390512","","","YES CAR & VAN RENTAL LTD INSIDE GROVELAND","THORPE MARKET ROAD","ROUGHTON","NORFOLK","UNITED KINGDOM","NR11 8TB","Private Limited Company","Active","United Kingdom","","28/09/2010","30","9","30/06/2022","30/09/2020","MICRO ENTITY","26/10/2016","28/09/2015","0","0","0","0","77110 - Renting and leasing of cars and light motor vehicles","","","","0","0","http://business.data.gov.uk/id/company/07390512","","","","","","","","","","","","","","","","","","","","","17/09/2022","03/09/2021"
"""YES, DEAR!"" LIMITED","05497979","","","FLAT 9, WYATT PARK MANSIONS","STREATHAM HILL","LONDON","","","SW2 4RN","Private Limited Company","Active","United Kingdom","","04/07/2005","31","7","30/04/2023","31/07/2021","UNAUDITED ABRIDGED","01/08/2016","04/07/2015","0","0","0","0","59120 - Motion picture, video and television programme post-production activities","","","","0","0","http://business.data.gov.uk/id/company/05497979","","","","","","","","","","","","","","","","","","","","","18/07/2022","04/07/2021"
"""YOUR"" DECORATING SERVICES LTD","12655104","","","56 BREDLE WAY","AVELEY","SOUTH OCKENDON","","ENGLAND","RM15 4ES","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","09/06/2020","30","6","09/03/2022","","NO ACCOUNTS FILED","07/07/2021","","0","0","0","0","41202 - Construction of domestic buildings","43341 - Painting","","","0","0","http://business.data.gov.uk/id/company/12655104","","","","","","","","","","","","","","","","","","","","","22/06/2022","08/06/2021"
"""ZUZIA"" LIMITED","10395666","","","296 HALL LANE","","WHITWICK","LEICESTERSHIRE","UNITED KINGDOM","LE67 5PE","Private Limited Company","Active","United Kingdom","","27/09/2016","30","9","30/06/2023","30/09/2021","MICRO ENTITY","25/10/2017","","0","0","0","0","49410 - Freight transport by road","","","","0","0","http://business.data.gov.uk/id/company/10395666","","","","","","","","","","","","","","","","","","","","","10/10/2022","26/09/2021"
"#FBF696","CE006859","","","","","","","","","Charitable Incorporated Organisation","Active","United Kingdom","","09/03/2016","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/CE006859","","","","","","","","","","","","","","","","","","","","","",""
"#THE GLOVES ARE ON","CE019058","","","","","","","","","Charitable Incorporated Organisation","Active","United Kingdom","","03/10/2019","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/CE019058","","","","","","","","","","","","","","","","","","","","","",""
"#WARMCLUB","CE006318","","","","","","","","","Charitable Incorporated Organisation","Active","United Kingdom","","12/05/2016","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/CE006318","","","","","","","","","","","","","","","","","","","","","",""
"#WILLDOES","CE020116","","","","","","","","","Charitable Incorporated Organisation","Active","United Kingdom","","20/12/2019","","","","","NO ACCOUNTS FILED","","","0","0","0","0","None Supplied","","","","0","0","http://business.data.gov.uk/id/company/CE020116","","","","","","","","","","","","","","","","","","","","","",""
"$ LTD","08209885","","","METRO HOUSE 57 PEPPER ROAD","HUNSLET","LEEDS","YORKSHIRE","","LS10 2RU","Private Limited Company","Active","United Kingdom","","11/09/2012","30","9","30/06/2023","30/09/2021","DORMANT","09/10/2016","11/09/2015","0","0","0","0","99999 - Dormant Company","","","","0","0","http://business.data.gov.uk/id/company/08209885","","","","","","","","","","","","","","","","","","","","","25/09/2022","11/09/2021"
"$$ DEALS $$ LIMITED","08784088","","","1ST FLOOR","2 WOODBERRY GROVE","FINCHLEY","LONDON","","N12 0DR","Private Limited Company","Active","United Kingdom","","20/11/2013","31","12","30/09/2022","31/12/2020","MICRO ENTITY","18/12/2016","20/11/2015","0","0","0","0","47910 - Retail sale via mail order houses or via Internet","","","","0","0","http://business.data.gov.uk/id/company/08784088","01/05/2014","DEALS 247 LIMITED","","","","","","","","","","","","","","","","","","","04/12/2022","20/11/2021"
"$10 CHIMP LIMITED","09646807","","","78 LOWER REEVE","GREAT CORNARD","SUDBURY","","ENGLAND","CO10 0FS","Private Limited Company","Active","United Kingdom","","18/06/2015","30","6","31/03/2023","30/06/2021","MICRO ENTITY","16/07/2017","18/06/2016","0","0","0","0","70210 - Public relations and communications activities","","","","0","0","http://business.data.gov.uk/id/company/09646807","","","","","","","","","","","","","","","","","","","","","13/03/2023","27/02/2022"
"$ANTOS LTD","13818158","","","43 43 WARMWELL AVENUE","","LONDON","","UNITED KINGDOM","NW9 5DB","Private Limited Company","Active","United Kingdom","","25/12/2021","31","12","25/09/2023","","NO ACCOUNTS FILED","22/01/2023","","0","0","0","0","47710 - Retail sale of clothing in specialised stores","","","","0","0","http://business.data.gov.uk/id/company/13818158","","","","","","","","","","","","","","","","","","","","","07/01/2023",""
"$AVE LTD","09841468","","","METRO HOUSE","57 PEPPER ROAD","LEEDS","","UNITED KINGDOM","LS10 2RU","Private Limited Company","Active","United Kingdom","","26/10/2015","31","10","31/07/2022","31/10/2020","DORMANT","23/11/2016","","0","0","0","0","99999 - Dormant Company","","","","0","0","http://business.data.gov.uk/id/company/09841468","","","","","","","","","","","","","","","","","","","","","08/11/2022","25/10/2021"
"$HINE CLOTHING LTD","13870819","","","53 WHARTON STREET","SKELTON-IN-CLEVELAND","SALTBURN-BY-THE-SEA","","ENGLAND","TS12 2AY","Private Limited Company","Active","United Kingdom","","25/01/2022","31","1","25/10/2023","","NO ACCOUNTS FILED","22/02/2023","","0","0","0","0","46420 - Wholesale of clothing and footwear","","","","0","0","http://business.data.gov.uk/id/company/13870819","","","","","","","","","","","","","","","","","","","","","07/02/2023",""
"$MITHS LTD","12067534","","","3 CUTTERS ROW","","NORWICH","","UNITED KINGDOM","NR3 2AH","Private Limited Company","Active - Proposal to Strike off","United Kingdom","","25/06/2019","30","6","25/06/2021","","NO ACCOUNTS FILED","23/07/2020","","0","0","0","0","96090 - Other service activities n.e.c.","","","","0","0","http://business.data.gov.uk/id/company/12067534","","","","","","","","","","","","","","","","","","","","","08/07/2022","24/06/2021"
"$MP LIMITED","12699000","","","3 OYSTER CATCHER TERRACE","TIPTREE CRESCENT","ILFORD","","ENGLAND","IG5 0SW","Private Limited Company","Active","United Kingdom","","26/06/2020","30","6","26/03/2022","","NO ACCOUNTS FILED","24/07/2021","","0","0","0","0","59200 - Sound recording and music publishing activities","","","","0","0","http://business.data.gov.uk/id/company/12699000","","","","","","","","","","","","","","","","","","","","","09/07/2022","25/06/2021"
